text_input,output
"
    You are an expert at generating SQL. Respond with just SQL.

    Print a SQL query (over a table named ""table"" quoted with double quotes) that answers the question below.

    You have the following columns:
    ""Player"": ['John Wallace', 'Sonny Weems', 'Donald Whiteside', 'Dwayne Whitfield', 'Aaron Williams', 'Alvin Williams', 'Eric Williams', 'Herb Williams', 'Jerome Williams', 'Micheal Williams']
""No."": ['44', '24', '12', '23', '34', '20', '17', '32', '13', '14']
""Nationality"": ['United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States']
""Position"": ['Forward', 'Guard', 'Guard', 'Forward', 'Forward-Center', 'Guard', 'Forward', 'Forward-Center', 'Forward', 'Guard']
""Years in Toronto"": ['1997-99', '2009-2011', '1996-97', '1995-96', '2004-05', '1998-2006', '2004-06', '1996', '2001-03', '1998-99']
""School/Club Team"": ['Syracuse', 'Arkansas', 'Northern Illinois', 'Jackson State', 'Xavier (Ohio)', 'Villanova', 'Providence', 'Ohio State', 'Georgetown', 'Baylor']

    The format should be
    Question: the question to ask
    SQL: the SQL to generate

    Question: What number is the player that played 1998-2001
    SQL: ","SELECT MIN(""No."") FROM ""table"" WHERE ""Years in Toronto"" ILIKE '1998-2001'"
"
    You are an expert at generating SQL. Respond with just SQL.

    Print a SQL query (over a table named ""table"" quoted with double quotes) that answers the question below.

    You have the following columns:
    ""Player"": ['John Wallace', 'Sonny Weems', 'Donald Whiteside', 'Dwayne Whitfield', 'Aaron Williams', 'Alvin Williams', 'Eric Williams', 'Herb Williams', 'Jerome Williams', 'Micheal Williams']
""No."": ['44', '24', '12', '23', '34', '20', '17', '32', '13', '14']
""Nationality"": ['United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States']
""Position"": ['Forward', 'Guard', 'Guard', 'Forward', 'Forward-Center', 'Guard', 'Forward', 'Forward-Center', 'Forward', 'Guard']
""Years in Toronto"": ['1997-99', '2009-2011', '1996-97', '1995-96', '2004-05', '1998-2006', '2004-06', '1996', '2001-03', '1998-99']
""School/Club Team"": ['Syracuse', 'Arkansas', 'Northern Illinois', 'Jackson State', 'Xavier (Ohio)', 'Villanova', 'Providence', 'Ohio State', 'Georgetown', 'Baylor']

    The format should be
    Question: the question to ask
    SQL: the SQL to generate

    Question: Which country is the player that went to Georgetown from?
    SQL: ","SELECT ""Nationality"" FROM ""table"" WHERE ""School/Club Team"" ILIKE 'Georgetown'"
"
    You are an expert at generating SQL. Respond with just SQL.

    Print a SQL query (over a table named ""table"" quoted with double quotes) that answers the question below.

    You have the following columns:
    ""Player"": ['John Wallace', 'Sonny Weems', 'Donald Whiteside', 'Dwayne Whitfield', 'Aaron Williams', 'Alvin Williams', 'Eric Williams', 'Herb Williams', 'Jerome Williams', 'Micheal Williams']
""No."": ['44', '24', '12', '23', '34', '20', '17', '32', '13', '14']
""Nationality"": ['United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States']
""Position"": ['Forward', 'Guard', 'Guard', 'Forward', 'Forward-Center', 'Guard', 'Forward', 'Forward-Center', 'Forward', 'Guard']
""Years in Toronto"": ['1997-99', '2009-2011', '1996-97', '1995-96', '2004-05', '1998-2006', '2004-06', '1996', '2001-03', '1998-99']
""School/Club Team"": ['Syracuse', 'Arkansas', 'Northern Illinois', 'Jackson State', 'Xavier (Ohio)', 'Villanova', 'Providence', 'Ohio State', 'Georgetown', 'Baylor']

    The format should be
    Question: the question to ask
    SQL: the SQL to generate

    Question: Which school did Herb Williams go to?
    SQL: ","SELECT ""School/Club Team"" FROM ""table"" WHERE ""Player"" ILIKE 'Herb Williams'"
"
    You are an expert at generating SQL. Respond with just SQL.

    Print a SQL query (over a table named ""table"" quoted with double quotes) that answers the question below.

    You have the following columns:
    ""Player"": ['José Calderón', 'Marcus Camby', 'Anthony Carter', 'Vince Carter', 'Chris Childs', 'Doug Christie', 'Keon Clark', 'Omar Cook', 'Tyrone Corbin', 'William Cunningham']
""No."": ['8', '21', '25', '15', '1', '13', '7', '1', '23', '54']
""Nationality"": ['Spain', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States']
""Position"": ['Guard', 'Center', 'Guard', 'Guard-Forward', 'Guard', 'Forward', 'Forward-Center', 'Guard', 'Guard-Forward', 'Center']
""Years in Toronto"": ['2005-2013', '1996-98', '2011-12', '1998-2004', '2001-02', '1996-2000', '2001-02', '2005-06', '2000-01', '1999']
""School/Club Team"": ['TAU Cerámica (Spain)', 'Massachusetts', 'Hawaii', 'North Carolina', 'Boise State', 'Pepperdine', 'UNLV', ""St. John's"", 'DePaul', 'Temple']

    The format should be
    Question: the question to ask
    SQL: the SQL to generate

    Question: When did the player from Hawaii play for Toronto?
    SQL: ","SELECT ""Years in Toronto"" FROM ""table"" WHERE ""School/Club Team"" ILIKE 'Hawaii'"
"
    You are an expert at generating SQL. Respond with just SQL.

    Print a SQL query (over a table named ""table"" quoted with double quotes) that answers the question below.

    You have the following columns:
    ""Player"": ['José Calderón', 'Marcus Camby', 'Anthony Carter', 'Vince Carter', 'Chris Childs', 'Doug Christie', 'Keon Clark', 'Omar Cook', 'Tyrone Corbin', 'William Cunningham']
""No."": ['8', '21', '25', '15', '1', '13', '7', '1', '23', '54']
""Nationality"": ['Spain', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States']
""Position"": ['Guard', 'Center', 'Guard', 'Guard-Forward', 'Guard', 'Forward', 'Forward-Center', 'Guard', 'Guard-Forward', 'Center']
""Years in Toronto"": ['2005-2013', '1996-98', '2011-12', '1998-2004', '2001-02', '1996-2000', '2001-02', '2005-06', '2000-01', '1999']
""School/Club Team"": ['TAU Cerámica (Spain)', 'Massachusetts', 'Hawaii', 'North Carolina', 'Boise State', 'Pepperdine', 'UNLV', ""St. John's"", 'DePaul', 'Temple']

    The format should be
    Question: the question to ask
    SQL: the SQL to generate

    Question: During what period did Dell Curry play for Toronto?
    SQL: ","SELECT ""Years in Toronto"" FROM ""table"" WHERE ""Player"" ILIKE 'Dell Curry'"
"
    You are an expert at generating SQL. Respond with just SQL.

    Print a SQL query (over a table named ""table"" quoted with double quotes) that answers the question below.

    You have the following columns:
    ""Player"": ['José Calderón', 'Marcus Camby', 'Anthony Carter', 'Vince Carter', 'Chris Childs', 'Doug Christie', 'Keon Clark', 'Omar Cook', 'Tyrone Corbin', 'William Cunningham']
""No."": ['8', '21', '25', '15', '1', '13', '7', '1', '23', '54']
""Nationality"": ['Spain', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States']
""Position"": ['Guard', 'Center', 'Guard', 'Guard-Forward', 'Guard', 'Forward', 'Forward-Center', 'Guard', 'Guard-Forward', 'Center']
""Years in Toronto"": ['2005-2013', '1996-98', '2011-12', '1998-2004', '2001-02', '1996-2000', '2001-02', '2005-06', '2000-01', '1999']
""School/Club Team"": ['TAU Cerámica (Spain)', 'Massachusetts', 'Hawaii', 'North Carolina', 'Boise State', 'Pepperdine', 'UNLV', ""St. John's"", 'DePaul', 'Temple']

    The format should be
    Question: the question to ask
    SQL: the SQL to generate

    Question: What's the number of the player from Boise State?
    SQL: ","SELECT ""No."" FROM ""table"" WHERE ""School/Club Team"" ILIKE 'Boise State'"
"
    You are an expert at generating SQL. Respond with just SQL.

    Print a SQL query (over a table named ""table"" quoted with double quotes) that answers the question below.

    You have the following columns:
    ""Player"": ['José Calderón', 'Marcus Camby', 'Anthony Carter', 'Vince Carter', 'Chris Childs', 'Doug Christie', 'Keon Clark', 'Omar Cook', 'Tyrone Corbin', 'William Cunningham']
""No."": ['8', '21', '25', '15', '1', '13', '7', '1', '23', '54']
""Nationality"": ['Spain', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States']
""Position"": ['Guard', 'Center', 'Guard', 'Guard-Forward', 'Guard', 'Forward', 'Forward-Center', 'Guard', 'Guard-Forward', 'Center']
""Years in Toronto"": ['2005-2013', '1996-98', '2011-12', '1998-2004', '2001-02', '1996-2000', '2001-02', '2005-06', '2000-01', '1999']
""School/Club Team"": ['TAU Cerámica (Spain)', 'Massachusetts', 'Hawaii', 'North Carolina', 'Boise State', 'Pepperdine', 'UNLV', ""St. John's"", 'DePaul', 'Temple']

    The format should be
    Question: the question to ask
    SQL: the SQL to generate

    Question: What's Dell Curry nationality?
    SQL: ","SELECT ""Nationality"" FROM ""table"" WHERE ""Player"" ILIKE 'Dell Curry'"
"
    You are an expert at generating SQL. Respond with just SQL.

    Print a SQL query (over a table named ""table"" quoted with double quotes) that answers the question below.

    You have the following columns:
    ""Player"": ['Sundiata Gaines', 'Jorge Garbajosa', 'Chris Garner', 'Rudy Gay', 'Dion Glover', 'Joey Graham']
""No."": ['2', '15', '0', '22', '22', '14']
""Nationality"": ['United States', 'Spain', 'United States', 'United States', 'United States', 'United States']
""Position"": ['Guard', 'Forward', 'Guard', 'Forward', 'Guard', 'Guard-Forward']
""Years in Toronto"": ['2011', '2006-08', '1997-98', '2013-present', '2004', '2005-09']
""School/Club Team"": ['Georgia', 'CB Málaga (Spain)', 'Memphis', 'Connecticut', 'Georgia Tech', 'Oklahoma State']

    The format should be
    Question: the question to ask
    SQL: the SQL to generate

    Question: which player is from georgia
    SQL: ","SELECT ""Player"" FROM ""table"" WHERE ""School/Club Team"" ILIKE 'Georgia'"
"
    You are an expert at generating SQL. Respond with just SQL.

    Print a SQL query (over a table named ""table"" quoted with double quotes) that answers the question below.

    You have the following columns:
    ""Player"": ['Sundiata Gaines', 'Jorge Garbajosa', 'Chris Garner', 'Rudy Gay', 'Dion Glover', 'Joey Graham']
""No."": ['2', '15', '0', '22', '22', '14']
""Nationality"": ['United States', 'Spain', 'United States', 'United States', 'United States', 'United States']
""Position"": ['Guard', 'Forward', 'Guard', 'Forward', 'Guard', 'Guard-Forward']
""Years in Toronto"": ['2011', '2006-08', '1997-98', '2013-present', '2004', '2005-09']
""School/Club Team"": ['Georgia', 'CB Málaga (Spain)', 'Memphis', 'Connecticut', 'Georgia Tech', 'Oklahoma State']

    The format should be
    Question: the question to ask
    SQL: the SQL to generate

    Question: what school is rudy gay from
    SQL: ","SELECT ""School/Club Team"" FROM ""table"" WHERE ""Player"" ILIKE 'Rudy Gay'"
"
    You are an expert at generating SQL. Respond with just SQL.

    Print a SQL query (over a table named ""table"" quoted with double quotes) that answers the question below.

    You have the following columns:
    ""Player"": ['Sundiata Gaines', 'Jorge Garbajosa', 'Chris Garner', 'Rudy Gay', 'Dion Glover', 'Joey Graham']
""No."": ['2', '15', '0', '22', '22', '14']
""Nationality"": ['United States', 'Spain', 'United States', 'United States', 'United States', 'United States']
""Position"": ['Guard', 'Forward', 'Guard', 'Forward', 'Guard', 'Guard-Forward']
""Years in Toronto"": ['2011', '2006-08', '1997-98', '2013-present', '2004', '2005-09']
""School/Club Team"": ['Georgia', 'CB Málaga (Spain)', 'Memphis', 'Connecticut', 'Georgia Tech', 'Oklahoma State']

    The format should be
    Question: the question to ask
    SQL: the SQL to generate

    Question: what nationality is the player who played from 1997-98
    SQL: ","SELECT ""Nationality"" FROM ""table"" WHERE ""Years in Toronto"" ILIKE '1997-98'"
"
    You are an expert at generating SQL. Respond with just SQL.

    Print a SQL query (over a table named ""table"" quoted with double quotes) that answers the question below.

    You have the following columns:
    ""Player"": ['Sundiata Gaines', 'Jorge Garbajosa', 'Chris Garner', 'Rudy Gay', 'Dion Glover', 'Joey Graham']
""No."": ['2', '15', '0', '22', '22', '14']
""Nationality"": ['United States', 'Spain', 'United States', 'United States', 'United States', 'United States']
""Position"": ['Guard', 'Forward', 'Guard', 'Forward', 'Guard', 'Guard-Forward']
""Years in Toronto"": ['2011', '2006-08', '1997-98', '2013-present', '2004', '2005-09']
""School/Club Team"": ['Georgia', 'CB Málaga (Spain)', 'Memphis', 'Connecticut', 'Georgia Tech', 'Oklahoma State']

    The format should be
    Question: the question to ask
    SQL: the SQL to generate

    Question: what position did the player from connecticut play
    SQL: ","SELECT ""Position"" FROM ""table"" WHERE ""School/Club Team"" ILIKE 'Connecticut'"
"
    You are an expert at generating SQL. Respond with just SQL.

    Print a SQL query (over a table named ""table"" quoted with double quotes) that answers the question below.

    You have the following columns:
    ""Player"": ['Mark Baker', 'Marcus Banks', 'Leandro Barbosa', 'Andrea Bargnani', 'Andre Barrett', 'Maceo Baston', 'Mengke Bateer', 'Lonny Baxter', 'Jerryd Bayless', 'Marco Belinelli']
""No."": ['3', '3', '20', '7', '12', '9, 14', '14, 42', '35', '5', '0']
""Nationality"": ['United States', 'United States', 'Brazil', 'Italy', 'United States', 'United States', 'China', 'United States', 'United States', 'Italy']
""Position"": ['Guard', 'Guard', 'Guard', 'Forward-Center', 'Point guard', 'Forward', 'Center', 'Forward', 'Guard', 'Guard']
""Years in Toronto"": ['1998-99', '2009-10', '2010-2012', '2006-2013', '2006', '2003, 2007-08', '2003-04', '2003-04', '2010-2012', '2009-2010']
""School/Club Team"": ['Ohio State', 'UNLV', 'Tilibra/Copimax ( Brazil )', 'Benetton Treviso ( Italy )', 'Seton Hall', 'Michigan', 'Beijing Ducks ( China )', 'Maryland', 'Arizona', 'Fortitudo Bologna ( Italy )']

    The format should be
    Question: the question to ask
    SQL: the SQL to generate

    Question: During which years was Marcus Banks in Toronto?
    SQL: ","SELECT ""Years in Toronto"" FROM ""table"" WHERE ""Player"" ILIKE 'Marcus Banks'"
"
    You are an expert at generating SQL. Respond with just SQL.

    Print a SQL query (over a table named ""table"" quoted with double quotes) that answers the question below.

    You have the following columns:
    ""Player"": ['Mark Baker', 'Marcus Banks', 'Leandro Barbosa', 'Andrea Bargnani', 'Andre Barrett', 'Maceo Baston', 'Mengke Bateer', 'Lonny Baxter', 'Jerryd Bayless', 'Marco Belinelli']
""No."": ['3', '3', '20', '7', '12', '9, 14', '14, 42', '35', '5', '0']
""Nationality"": ['United States', 'United States', 'Brazil', 'Italy', 'United States', 'United States', 'China', 'United States', 'United States', 'Italy']
""Position"": ['Guard', 'Guard', 'Guard', 'Forward-Center', 'Point guard', 'Forward', 'Center', 'Forward', 'Guard', 'Guard']
""Years in Toronto"": ['1998-99', '2009-10', '2010-2012', '2006-2013', '2006', '2003, 2007-08', '2003-04', '2003-04', '2010-2012', '2009-2010']
""School/Club Team"": ['Ohio State', 'UNLV', 'Tilibra/Copimax ( Brazil )', 'Benetton Treviso ( Italy )', 'Seton Hall', 'Michigan', 'Beijing Ducks ( China )', 'Maryland', 'Arizona', 'Fortitudo Bologna ( Italy )']

    The format should be
    Question: the question to ask
    SQL: the SQL to generate

    Question: Which positions were in Toronto in 2004?
    SQL: ","SELECT ""Position"" FROM ""table"" WHERE ""Years in Toronto"" ILIKE '2004'"
"
    You are an expert at generating SQL. Respond with just SQL.

    Print a SQL query (over a table named ""table"" quoted with double quotes) that answers the question below.

    You have the following columns:
    ""Player"": ['Mark Baker', 'Marcus Banks', 'Leandro Barbosa', 'Andrea Bargnani', 'Andre Barrett', 'Maceo Baston', 'Mengke Bateer', 'Lonny Baxter', 'Jerryd Bayless', 'Marco Belinelli']
""No."": ['3', '3', '20', '7', '12', '9, 14', '14, 42', '35', '5', '0']
""Nationality"": ['United States', 'United States', 'Brazil', 'Italy', 'United States', 'United States', 'China', 'United States', 'United States', 'Italy']
""Position"": ['Guard', 'Guard', 'Guard', 'Forward-Center', 'Point guard', 'Forward', 'Center', 'Forward', 'Guard', 'Guard']
""Years in Toronto"": ['1998-99', '2009-10', '2010-2012', '2006-2013', '2006', '2003, 2007-08', '2003-04', '2003-04', '2010-2012', '2009-2010']
""School/Club Team"": ['Ohio State', 'UNLV', 'Tilibra/Copimax ( Brazil )', 'Benetton Treviso ( Italy )', 'Seton Hall', 'Michigan', 'Beijing Ducks ( China )', 'Maryland', 'Arizona', 'Fortitudo Bologna ( Italy )']

    The format should be
    Question: the question to ask
    SQL: the SQL to generate

    Question: What nationality is the player Muggsy Bogues?
    SQL: ","SELECT ""Nationality"" FROM ""table"" WHERE ""Player"" ILIKE 'Muggsy Bogues'"
"
    You are an expert at generating SQL. Respond with just SQL.

    Print a SQL query (over a table named ""table"" quoted with double quotes) that answers the question below.

    You have the following columns:
    ""Player"": ['Mark Baker', 'Marcus Banks', 'Leandro Barbosa', 'Andrea Bargnani', 'Andre Barrett', 'Maceo Baston', 'Mengke Bateer', 'Lonny Baxter', 'Jerryd Bayless', 'Marco Belinelli']
""No."": ['3', '3', '20', '7', '12', '9, 14', '14, 42', '35', '5', '0']
""Nationality"": ['United States', 'United States', 'Brazil', 'Italy', 'United States', 'United States', 'China', 'United States', 'United States', 'Italy']
""Position"": ['Guard', 'Guard', 'Guard', 'Forward-Center', 'Point guard', 'Forward', 'Center', 'Forward', 'Guard', 'Guard']
""Years in Toronto"": ['1998-99', '2009-10', '2010-2012', '2006-2013', '2006', '2003, 2007-08', '2003-04', '2003-04', '2010-2012', '2009-2010']
""School/Club Team"": ['Ohio State', 'UNLV', 'Tilibra/Copimax ( Brazil )', 'Benetton Treviso ( Italy )', 'Seton Hall', 'Michigan', 'Beijing Ducks ( China )', 'Maryland', 'Arizona', 'Fortitudo Bologna ( Italy )']

    The format should be
    Question: the question to ask
    SQL: the SQL to generate

    Question: What years was the player Lonny Baxter in Toronto?
    SQL: ","SELECT ""Years in Toronto"" FROM ""table"" WHERE ""Player"" ILIKE 'Lonny Baxter'"
"
    You are an expert at generating SQL. Respond with just SQL.

    Print a SQL query (over a table named ""table"" quoted with double quotes) that answers the question below.

    You have the following columns:
    ""Player"": ['Mark Baker', 'Marcus Banks', 'Leandro Barbosa', 'Andrea Bargnani', 'Andre Barrett', 'Maceo Baston', 'Mengke Bateer', 'Lonny Baxter', 'Jerryd Bayless', 'Marco Belinelli']
""No."": ['3', '3', '20', '7', '12', '9, 14', '14, 42', '35', '5', '0']
""Nationality"": ['United States', 'United States', 'Brazil', 'Italy', 'United States', 'United States', 'China', 'United States', 'United States', 'Italy']
""Position"": ['Guard', 'Guard', 'Guard', 'Forward-Center', 'Point guard', 'Forward', 'Center', 'Forward', 'Guard', 'Guard']
""Years in Toronto"": ['1998-99', '2009-10', '2010-2012', '2006-2013', '2006', '2003, 2007-08', '2003-04', '2003-04', '2010-2012', '2009-2010']
""School/Club Team"": ['Ohio State', 'UNLV', 'Tilibra/Copimax ( Brazil )', 'Benetton Treviso ( Italy )', 'Seton Hall', 'Michigan', 'Beijing Ducks ( China )', 'Maryland', 'Arizona', 'Fortitudo Bologna ( Italy )']

    The format should be
    Question: the question to ask
    SQL: the SQL to generate

    Question: How many players were with the school or club team La Salle?
    SQL: ","SELECT COUNT(""Player"") FROM ""table"" WHERE ""School/Club Team"" ILIKE 'La Salle'"
"
    You are an expert at generating SQL. Respond with just SQL.

    Print a SQL query (over a table named ""table"" quoted with double quotes) that answers the question below.

    You have the following columns:
    ""Year"": ['2005', '2006', '2007', '2008', '2009', '2010', '2011', '2012']
""Tournaments played"": ['1', '3', '25', '24', '22', '21', '15', '15']
""Cuts made*"": ['1', '1', '18', '11', '16', '17', '8', '4']
""Wins"": ['0', '0', '1', '0', '0', '0', '0', '0']
""2nd"": ['0', '0', '0', '0', '0', '0', '0', '0']
""Top 10s"": ['0', '0', '4', '0', '2', '1', '0', '0']
""Best finish"": ['T69', 'T39', '1', 'T13', 'T5', 'T7', 'T22', 'T24']
""Earnings ($)"": ['2525', '55554', '507292', '117682', '292266', '168016', '66813', '28935']
""Money list rank"": ['n/a', '183', '29', '88', '48', '57', '84', '116']
""Scoring average"": ['75.00', '73.75', '73.09', '73.75', '72.51', '73.04', '74.23', '74.37']
""Scoring rank"": ['n/a', 'n/a', '66', '131', '63', '77', '117', '121']

    The format should be
    Question: the question to ask
    SQL: the SQL to generate

    Question: When the scoring rank was 117, what was the best finish?
    SQL: ","SELECT ""Best finish"" FROM ""table"" WHERE ""Scoring rank"" ILIKE '117'"
"
    You are an expert at generating SQL. Respond with just SQL.

    Print a SQL query (over a table named ""table"" quoted with double quotes) that answers the question below.

    You have the following columns:
    ""Year"": ['2005', '2006', '2007', '2008', '2009', '2010', '2011', '2012']
""Tournaments played"": ['1', '3', '25', '24', '22', '21', '15', '15']
""Cuts made*"": ['1', '1', '18', '11', '16', '17', '8', '4']
""Wins"": ['0', '0', '1', '0', '0', '0', '0', '0']
""2nd"": ['0', '0', '0', '0', '0', '0', '0', '0']
""Top 10s"": ['0', '0', '4', '0', '2', '1', '0', '0']
""Best finish"": ['T69', 'T39', '1', 'T13', 'T5', 'T7', 'T22', 'T24']
""Earnings ($)"": ['2525', '55554', '507292', '117682', '292266', '168016', '66813', '28935']
""Money list rank"": ['n/a', '183', '29', '88', '48', '57', '84', '116']
""Scoring average"": ['75.00', '73.75', '73.09', '73.75', '72.51', '73.04', '74.23', '74.37']
""Scoring rank"": ['n/a', 'n/a', '66', '131', '63', '77', '117', '121']

    The format should be
    Question: the question to ask
    SQL: the SQL to generate

    Question: When the best finish was T69, how many people came in 2nd?
    SQL: ","SELECT ""2nd"" FROM ""table"" WHERE ""Best finish"" ILIKE 'T69'"
"
    You are an expert at generating SQL. Respond with just SQL.

    Print a SQL query (over a table named ""table"" quoted with double quotes) that answers the question below.

    You have the following columns:
    ""Year"": ['2005', '2006', '2007', '2008', '2009', '2010', '2011', '2012']
""Tournaments played"": ['1', '3', '25', '24', '22', '21', '15', '15']
""Cuts made*"": ['1', '1', '18', '11', '16', '17', '8', '4']
""Wins"": ['0', '0', '1', '0', '0', '0', '0', '0']
""2nd"": ['0', '0', '0', '0', '0', '0', '0', '0']
""Top 10s"": ['0', '0', '4', '0', '2', '1', '0', '0']
""Best finish"": ['T69', 'T39', '1', 'T13', 'T5', 'T7', 'T22', 'T24']
""Earnings ($)"": ['2525', '55554', '507292', '117682', '292266', '168016', '66813', '28935']
""Money list rank"": ['n/a', '183', '29', '88', '48', '57', '84', '116']
""Scoring average"": ['75.00', '73.75', '73.09', '73.75', '72.51', '73.04', '74.23', '74.37']
""Scoring rank"": ['n/a', 'n/a', '66', '131', '63', '77', '117', '121']

    The format should be
    Question: the question to ask
    SQL: the SQL to generate

    Question: How many wins were there when the money list rank was 183?
    SQL: ","SELECT COUNT(""Wins"") FROM ""table"" WHERE ""Money list rank"" ILIKE '183'"
"
    You are an expert at generating SQL. Respond with just SQL.

    Print a SQL query (over a table named ""table"" quoted with double quotes) that answers the question below.

    You have the following columns:
    ""Year"": ['2005', '2006', '2007', '2008', '2009', '2010', '2011', '2012']
""Tournaments played"": ['1', '3', '25', '24', '22', '21', '15', '15']
""Cuts made*"": ['1', '1', '18', '11', '16', '17', '8', '4']
""Wins"": ['0', '0', '1', '0', '0', '0', '0', '0']
""2nd"": ['0', '0', '0', '0', '0', '0', '0', '0']
""Top 10s"": ['0', '0', '4', '0', '2', '1', '0', '0']
""Best finish"": ['T69', 'T39', '1', 'T13', 'T5', 'T7', 'T22', 'T24']
""Earnings ($)"": ['2525', '55554', '507292', '117682', '292266', '168016', '66813', '28935']
""Money list rank"": ['n/a', '183', '29', '88', '48', '57', '84', '116']
""Scoring average"": ['75.00', '73.75', '73.09', '73.75', '72.51', '73.04', '74.23', '74.37']
""Scoring rank"": ['n/a', 'n/a', '66', '131', '63', '77', '117', '121']

    The format should be
    Question: the question to ask
    SQL: the SQL to generate

    Question: When the money list rank was n/a, what was the scoring average?
    SQL: ","SELECT ""Scoring average"" FROM ""table"" WHERE ""Money list rank"" ILIKE 'n/a'"
"
    You are an expert at generating SQL. Respond with just SQL.

    Print a SQL query (over a table named ""table"" quoted with double quotes) that answers the question below.

    You have the following columns:
    ""Year"": ['2005', '2006', '2007', '2008', '2009', '2010', '2011', '2012']
""Tournaments played"": ['1', '3', '25', '24', '22', '21', '15', '15']
""Cuts made*"": ['1', '1', '18', '11', '16', '17', '8', '4']
""Wins"": ['0', '0', '1', '0', '0', '0', '0', '0']
""2nd"": ['0', '0', '0', '0', '0', '0', '0', '0']
""Top 10s"": ['0', '0', '4', '0', '2', '1', '0', '0']
""Best finish"": ['T69', 'T39', '1', 'T13', 'T5', 'T7', 'T22', 'T24']
""Earnings ($)"": ['2525', '55554', '507292', '117682', '292266', '168016', '66813', '28935']
""Money list rank"": ['n/a', '183', '29', '88', '48', '57', '84', '116']
""Scoring average"": ['75.00', '73.75', '73.09', '73.75', '72.51', '73.04', '74.23', '74.37']
""Scoring rank"": ['n/a', 'n/a', '66', '131', '63', '77', '117', '121']

    The format should be
    Question: the question to ask
    SQL: the SQL to generate

    Question: What time was the highest for 2nd finishers?
    SQL: ","SELECT MAX(""2nd"") FROM ""table"""
"
    You are an expert at generating SQL. Respond with just SQL.

    Print a SQL query (over a table named ""table"" quoted with double quotes) that answers the question below.

    You have the following columns:
    ""Season"": ['1996', '1997', '1998', '1999', '2000', '2001', '2002', '2003', '2004', '2005']
""Player"": ['Steve Ralston Category:Articles with hCards', 'Mike Duhaney Category:Articles with hCards', 'Ben Olsen Category:Articles with hCards', 'Jay Heaps Category:Articles with hCards', 'Carlos Bocanegra Category:Articles with hCards', 'Rodrigo Faria Category:Articles with hCards', 'Kyle Martino Category:Articles with hCards', 'Damani Ralph Category:Articles with hCards', 'Clint Dempsey Category:Articles with hCards', 'Michael Parkhurst Category:Articles with hCards']
""Position"": ['Midfielder', 'Defender', 'Midfielder', 'Defender', 'Defender', 'Forward', 'Midfielder', 'Forward', 'Midfielder', 'Defender']
""Nationality"": ['United States', 'United States', 'United States', 'United States', 'United States', 'Brazil', 'United States', 'Jamaica', 'United States', 'United States']
""Team"": ['Tampa Bay Mutiny', 'Tampa Bay Mutiny', 'D.C. United', 'Miami Fusion', 'Chicago Fire', 'MetroStars', 'Columbus Crew', 'Chicago Fire', 'New England Revolution', 'New England Revolution']
""Draft Pick #"": ['18', '87', 'N/A', '2', '4', '13', '8', '18', '8', '9']
""Draft Class"": ['1996 MLS College Draft', '1996 MLS Inaugural Player Draft', 'Project-40', '1999 MLS College Draft', '2000 MLS SuperDraft', '2001 MLS SuperDraft', '2002 MLS SuperDraft', '2003 MLS SuperDraft', '2004 MLS SuperDraft', '2005 MLS SuperDraft']
""College"": ['Florida International', 'UNLV', 'Virginia', 'Duke', 'UCLA', 'Concordia College', 'Virginia', 'Connecticut', 'Furman', 'Wake Forest']

    The format should be
    Question: the question to ask
    SQL: the SQL to generate

    Question: When did the Metrostars have their first Rookie of the Year winner?
    SQL: ","SELECT MIN(""Season"") FROM ""table"" WHERE ""Team"" ILIKE 'MetroStars'"
